,HCPC,SEQNUM,RECID,LONG DESCRIPTION,SHORT DESCRIPTION,PRICE1,PRICE2,PRICE3,PRICE4,MULT_PI,CIM1,CIM2,CIM3,MCM1,MCM2,MCM3,STATUTE,LABCERT1,LABCERT2,LABCERT3,LABCERT4,LABCERT5,LABCERT6,LABCERT7,LABCERT8,XREF1,XREF2,XREF3,XREF4,XREF5,COV,ASC_GRP,ASC_DT,OPPS,OPPS_PI,OPPS_DT,PROCNOTE,BETOS,TOS1,TOS2,TOS3,TOS4,TOS5,ANEST_BU,ADD DT,ACT EFF DT,TERM DT,ACTION CD
1279,B9999,10,3,Noc for parenteral supplies,Parenteral supp not othrws c,57.0,,,,A,65-10,,,2130,4450,,,,,,,,,,,,,,,,D,,,,,,,O1C,E,,,,,0.0,19850101,19960101.0,,N
1280,C1052,10,3,"Hemostatic agent, gastrointestinal, topical","Hemostatic agent, gi, topic",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,F,,,,0.0,20210101,20240101.0,,N
1281,C1062,10,3,"Intravertebral body fracture augmentation with implant (e.g., metal, polymer)",Intravertebral fx aug impl,53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,F,,,,0.0,20210101,20240101.0,,N
1282,C1300,10,3,"Hyperbaric oxygen under pressure, full body chamber, per 30 minute interval",Hyperbaric oxygen,53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,93.0,P5E,9,,,,,0.0,20000801,20150101.0,20141231.0,N
1283,C1600,10,3,"Catheter, transluminal intravascular lesion preparation device, bladed, sheathed (insertable)","Cath, bladed, vasc prep",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,YY,20240101.0,,,,,D1A,9,S,F,,,0.0,20240101,20240101.0,,N
1284,C1601,10,3,"Endoscope, single-use (i.e. disposable), pulmonary, imaging/illumination device (insertable)","Endo, single, pulmonary",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,YY,20240101.0,,,,,D1A,9,S,F,,,0.0,20240101,20240101.0,,N
1285,C1602,10,3,"Orthopedic/device/drug matrix/absorbable bone void filler, antimicrobial-eluting (implantable)",Orth/matrx/bn fill drug-elut,53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,YY,20240101.0,,,,,D1A,9,S,F,,,0.0,20240101,20240101.0,,N
1286,C1603,10,3,"Retrieval device, insertable, laser (used to retrieve intravascular inferior vena cava filter)","Ret dev, laser, ivc filter",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,YY,20240101.0,,,,,D1A,9,S,F,,,0.0,20240101,20240101.0,,N
1287,C1604,10,3,"Graft, transmural transvenous arterial bypass (implantable), with all delivery system components","Grft, trnsmurl/trnsvens byps",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,YY,20240101.0,,,,,D1A,9,S,F,,,0.0,20240101,20240101.0,,N
1288,C1605,10,3,"Pacemaker, leadless, dual chamber (right atrial and right ventricular implantable components), rate-responsive, including all necessary components for implantation","Pmkr, dual, leadless",53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,YY,20240701.0,,,,,D1A,9,S,,,,0.0,20240701,20240701.0,,N
1289,C1606,10,3,"Adapter, single-use (i.e. disposable), for attaching ultrasound system to upper gastrointestinal endoscope","Adapter, us to endoscope",53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,YY,20240701.0,,,,,D1A,9,S,,,,0.0,20240701,20240701.0,,N
1290,C1713,10,3,Anchor/screw for opposing bone-to-bone or soft tissue-to-bone (implantable),"Anchor/screw bn/bn,tis/bn",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1291,C1714,10,3,"Catheter, transluminal atherectomy, directional","Cath, trans atherectomy, dir",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1292,C1715,10,3,Brachytherapy needle,Brachytherapy needle,53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1293,C1716,10,3,"Brachytherapy source, non-stranded, gold-198, per source","Brachytx, non-str, gold-198",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,YY,20080101.0,,,,,I4B,6,,,,,0.0,20010401,20010401.0,,N
1294,C1717,10,3,"Brachytherapy source, non-stranded, high dose rate iridium-192, per source","Brachytx, non-str,hdr ir-192",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,YY,20080101.0,,,,,I4B,6,,,,,0.0,20010401,20010401.0,,N
1295,C1719,10,3,"Brachytherapy source, non-stranded, non-high dose rate iridium-192, per source","Brachytx, ns, non-hdrir-192",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,YY,20080101.0,,,,,I4B,6,,,,,0.0,20010401,20010401.0,,N
1296,C1721,10,3,"Cardioverter-defibrillator, dual chamber (implantable)","Aicd, dual chamber",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1297,C1722,10,3,"Cardioverter-defibrillator, single chamber (implantable)","Aicd, single chamber",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1298,C1724,10,3,"Catheter, transluminal atherectomy, rotational","Cath, trans atherec,rotation",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1299,C1725,10,3,"Catheter, transluminal angioplasty, non-laser (may include guidance, infusion/perfusion capability)","Cath, translumin non-laser",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1300,C1726,10,3,"Catheter, balloon dilatation, non-vascular","Cath, bal dil, non-vascular",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1301,C1727,10,3,"Catheter, balloon tissue dissector, non-vascular (insertable)","Cath, bal tis dis, non-vas",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1302,C1728,10,3,"Catheter, brachytherapy seed administration","Cath, brachytx seed adm",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1303,C1729,10,3,"Catheter, drainage","Cath, drainage",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1304,C1730,10,3,"Catheter, electrophysiology, diagnostic, other than 3d mapping (19 or fewer electrodes)","Cath, ep, 19 or few elect",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1305,C1731,10,3,"Catheter, electrophysiology, diagnostic, other than 3d mapping (20 or more electrodes)","Cath, ep, 20 or more elec",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1306,C1732,10,3,"Catheter, electrophysiology, diagnostic/ablation, 3d or vector mapping","Cath, ep, diag/abl, 3d/vect",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1307,C1733,10,3,"Catheter, electrophysiology, diagnostic/ablation, other than 3d or vector mapping, other than cool-tip","Cath, ep, othr than cool-tip",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1308,C1734,10,3,Orthopedic/device/drug matrix for opposing bone-to-bone or soft tissue-to bone (implantable),"Orth/devic/drug bn/bn,tis/bn",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,F,,,,0.0,20200101,20230101.0,,N
1309,C1735,10,3,"Catheter(s), intravascular for renal denervation, radiofrequency, including all single use system components",Cath renal denerv radiofreq,53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,YY,20250101.0,,,,,D1A,2,,,,,0.0,20250101,20250101.0,,N
1310,C1736,10,3,"Catheter(s), intravascular for renal denervation, ultrasound, including all single use system components",Cath renal denerv ultrasnd,53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,YY,20250101.0,,,,,D1A,2,,,,,0.0,20250101,20250101.0,,N
1311,C1737,10,3,"Joint fusion and fixation device(s), sacroiliac and pelvis, including all system components (implantable)",Si&pelvis fusn&fixn dev,53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,YY,20250101.0,,,,,P3D,2,,,,,0.0,20250101,20250101.0,,N
1312,C1738,10,3,"Powered, single-use (i.e. disposable) endoscopic ultrasound-guided biopsy device",Power endo us-guid bx dev,53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,YY,20250101.0,,,,,P8I,2,,,,,0.0,20250101,20250101.0,,N
1313,C1739,10,3,"Tissue marker, uniquely detectable and identifiable with probe/sensor, any method (implantable), with delivery system",Marker uniq detect w/prbe,53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,YY,20250101.0,,,,,D1A,9,,,,,0.0,20250101,20251001.0,,C
1314,C1740,10,3,"Leadless electrode, transmitter, battery (all implantable), for sequential left ventricular pacing","Lt vent pacing syst, sequen",53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,YY,20251001.0,,,,,P2E,2,,,,,0.0,20251001,20251001.0,,A
1315,C1741,10,3,"Anchor/screw for bone fixation, absorbable (implantable)",Anchor/screw bone absorb,53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,YY,20251001.0,,,,,P3D,2,,,,,0.0,20251001,20251001.0,,A
1316,C1742,10,3,"Pressure monitoring system, compartmental intramuscular (implantable), continuous, including all components (e.g., introducer, sensor), excludes mobile (wireless) software application","Pressure sens syst, cont im",53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,YY,20251001.0,,,,,D1A,2,,,,,0.0,20251001,20251001.0,,A
1317,C1747,10,3,"Endoscope, single-use (i.e. disposable), urinary tract, imaging/illumination device (insertable)","Endo, single, urinary tract",53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,YY,20230101.0,,,,,D1A,9,F,,,,0.0,20230101,20230101.0,,N
1318,C1748,10,3,"Endoscope, single-use (i.e. disposable), upper gi, imaging/illumination device (insertable)","Endoscope, single, ugi",53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,,,,,,,D1A,9,F,,,,0.0,20200701,20240101.0,,N
1319,C1749,10,3,"Endoscope, retrograde imaging/illumination colonoscope device (implantable)","Endo, colon, retro imaging",53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20101001,20101001.0,,N
1320,C1750,10,3,"Catheter, hemodialysis/peritoneal, long-term","Cath, hemodialysis,long-term",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20010401.0,,N
1321,C1751,10,3,"Catheter, infusion, inserted peripherally, centrally or midline (other than hemodialysis)","Cath, inf, per/cent/midline",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1322,C1752,10,3,"Catheter, hemodialysis/peritoneal, short-term","Cath,hemodialysis,short-term",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20010401.0,,N
1323,C1753,10,3,"Catheter, intravascular ultrasound","Cath, intravas ultrasound",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1324,C1754,10,3,"Catheter, intradiscal","Catheter, intradiscal",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1325,C1755,10,3,"Catheter, intraspinal","Catheter, intraspinal",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1326,C1756,10,3,"Catheter, pacing, transesophageal","Cath, pacing, transesoph",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1327,C1757,10,3,"Catheter, thrombectomy/embolectomy","Cath, thrombectomy/embolect",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1328,C1758,10,3,"Catheter, ureteral","Catheter, ureteral",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1329,C1759,10,3,"Catheter, intracardiac echocardiography","Cath, intra echocardiography",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1330,C1760,10,3,"Closure device, vascular (implantable/insertable)","Closure dev, vasc",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1331,C1761,10,3,"Catheter, transluminal intravascular lithotripsy, coronary","Cath, trans intra litho/coro",53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,YY,20210701.0,,,,,D1A,9,,,,,0.0,20210701,20210701.0,,N
1332,C1762,10,3,"Connective tissue, human (includes fascia lata)","Conn tiss, human(inc fascia)",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1333,C1763,10,3,"Connective tissue, non-human (includes synthetic)","Conn tiss, non-human",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1334,C1764,10,3,"Event recorder, cardiac (implantable)","Event recorder, cardiac",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1335,C1765,10,3,Adhesion barrier,Adhesion barrier,53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010701,20010701.0,,N
1336,C1766,10,3,"Introducer/sheath, guiding, intracardiac electrophysiological, steerable, other than peel-away","Intro/sheath,strble,non-peel",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1337,C1767,10,3,"Generator, neurostimulator (implantable), non-rechargeable","Generator, neuro non-recharg",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20060101.0,,N
1338,C1768,10,3,"Graft, vascular","Graft, vascular",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1339,C1769,10,3,Guide wire,Guide wire,53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1340,C1770,10,3,"Imaging coil, magnetic resonance (insertable)","Imaging coil, mr, insertable",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1341,C1771,10,3,"Repair device, urinary, incontinence, with sling graft","Rep dev, urinary, w/sling",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1342,C1772,10,3,"Infusion pump, programmable (implantable)","Infusion pump, programmable",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1343,C1773,10,3,"Retrieval device, insertable (used to retrieve fractured medical devices)","Ret dev, insertable",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1344,C1776,10,3,Joint device (implantable),Joint device (implantable),53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1345,C1777,10,3,"Lead, cardioverter-defibrillator, endocardial single coil (implantable)","Lead, aicd, endo single coil",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1346,C1778,10,3,"Lead, neurostimulator (implantable)","Lead, neurostimulator",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1347,C1779,10,3,"Lead, pacemaker, transvenous vdd single pass","Lead, pmkr, transvenous vdd",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1348,C1780,10,3,"Lens, intraocular (new technology)","Lens, intraocular (new tech)",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1349,C1781,10,3,Mesh (implantable),Mesh (implantable),53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1350,C1782,10,3,Morcellator,Morcellator,53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1351,C1783,10,3,"Ocular implant, aqueous drainage assist device","Ocular imp, aqueous drain de",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20020701,20020701.0,,N
1352,C1784,10,3,"Ocular device, intraoperative, detached retina","Ocular dev, intraop, det ret",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1353,C1785,10,3,"Pacemaker, dual chamber, rate-responsive (implantable)","Pmkr, dual, rate-resp",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1354,C1786,10,3,"Pacemaker, single chamber, rate-responsive (implantable)","Pmkr, single, rate-resp",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1355,C1787,10,3,"Patient programmer, neurostimulator","Patient progr, neurostim",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1356,C1788,10,3,"Port, indwelling (implantable)","Port, indwelling, imp",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1357,C1789,10,3,"Prosthesis, breast (implantable)","Prosthesis, breast, imp",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1358,C1813,10,3,"Prosthesis, penile, inflatable","Prosthesis, penile, inflatab",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1359,C1814,10,3,"Retinal tamponade device, silicone oil","Retinal tamp, silicone oil",53.0,,,,A,,,,,,,1833t,,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20030401,20030401.0,,N
1360,C1815,10,3,"Prosthesis, urinary sphincter (implantable)","Pros, urinary sph, imp",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1361,C1816,10,3,"Receiver and/or transmitter, neurostimulator (implantable)","Receiver/transmitter, neuro",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1362,C1817,10,3,"Septal defect implant system, intracardiac",Septal defect imp sys,53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1363,C1818,10,3,Integrated keratoprosthesis,Integrated keratoprosthesis,53.0,,,,A,,,,,,,1833T,,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20030701,20030701.0,,N
1364,C1819,10,3,Surgical tissue localization and excision device (implantable),Tissue localization-excision,53.0,,,,A,,,,,,,1833T,,,,,,,,,,,,,,D,,,,,,93.0,D1A,9,S,,,,0.0,20040101,20040101.0,,N
1365,C1820,10,3,"Generator, neurostimulator (implantable), with rechargeable battery and charging system",Generator neuro rechg bat sy,53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,F,,,,0.0,20060101,20060101.0,,N
1366,C1821,10,3,Interspinous process distraction device (implantable),Interspinous implant,53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,,,,,0.0,20070101,20070101.0,,N
1367,C1822,10,3,"Generator, neurostimulator (implantable), high frequency, with rechargeable battery and charging system","Gen, neuro, hf, rechg bat",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,F,,,,0.0,20160101,20180101.0,,N
1368,C1823,10,3,"Generator, neurostimulator (implantable), non-rechargeable, with transvenous sensing and stimulation leads","Gen, neuro, trans sen/stim",53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,,,,,,,D1A,9,F,,,,0.0,20190101,20230101.0,,N
1369,C1824,10,3,"Generator, cardiac contractility modulation (implantable)","Generator, ccm, implant",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,F,,,,0.0,20200101,20230101.0,,N
1370,C1825,10,3,"Generator, neurostimulator (implantable), non-rechargeable with carotid sinus baroreceptor stimulation lead(s)","Gen, neuro, carot sinus baro",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,F,,,,0.0,20210101,20240101.0,,N
1371,C1826,10,3,"Generator, neurostimulator (implantable), includes closed feedback loop leads and all implantable components, with rechargeable battery and charging system","Gen, neuro, clo loop, rechg",53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,YY,20230101.0,,,,,D1A,9,,,,,0.0,20230101,20230101.0,,N
1372,C1827,10,3,"Generator, neurostimulator (implantable), non-rechargeable, with implantable stimulation lead and external paired stimulation controller","Gen, neuro, imp led, ex cntr",53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,YY,20230101.0,,,,,D1A,9,,,,,0.0,20230101,20230101.0,,N
1373,C1830,10,3,Powered bone marrow biopsy needle,Power bone marrow bx needle,53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20111001,20140101.0,,N
1374,C1831,10,3,"Interbody cage, anterior, lateral or posterior, personalized (implantable)",Personalized interbody cage,53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,YY,20211001.0,,,,,D1A,9,,,,,0.0,20211001,20230101.0,,N
1375,C1832,10,3,"Autograft suspension, including cell processing and application, and all system components",Auto cell process sys,53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,,,,,,,D1A,9,F,,,,0.0,20220101,20220101.0,,N
1376,C1833,10,3,"Monitor, cardiac, including intracardiac lead and all system components (implantable)",Cardiac monitor sys,53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,,,,,,,D1A,9,F,,,,0.0,20220101,20220101.0,,N
1377,C1834,10,3,"Pressure sensor system, includes all components (e.g., introducer, sensor), intramuscular (implantable), excludes mobile (wireless) software application","Pressure sensor system, im",53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,,,,,,,D1A,9,F,,,,0.0,20221001,20230401.0,20230331.0,N
1378,C1839,10,3,Iris prosthesis,Iris prosthesis,53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,F,S,,,0.0,20200101,20230101.0,,N
1379,C1840,10,3,"Lens, intraocular (telescopic)",Telescopic intraocular lens,53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20111001,20140101.0,,N
1380,C1841,10,3,"Retinal prosthesis, includes all internal and external components",Retinal prosth int/ext comp,53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,,,,,,,D1E,9,F,,,,0.0,20131001,20230101.0,20221231.0,N
1381,C1842,10,3,"Retinal prosthesis, includes all internal and external components; add-on to c1841","Retinal prosth, add-on",53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,,,,,,,D1E,9,F,,,,0.0,20170101,20230101.0,20221231.0,N
1382,C1849,10,3,"Skin substitute, synthetic, resorbable, per square centimeter","Skin substitute, synthetic",53.0,,,,A,,,,,,,1833(t),,,,,,,,,,,,,,D,,,,,,,D1A,9,F,,,,0.0,20200701,20230101.0,20221231.0,N
1383,C1874,10,3,"Stent, coated/covered, with delivery system","Stent, coated/cov w/del sys",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1384,C1875,10,3,"Stent, coated/covered, without delivery system","Stent, coated/cov w/o del sy",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1385,C1876,10,3,"Stent, non-coated/non-covered, with delivery system","Stent, non-coa/non-cov w/del",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1386,C1877,10,3,"Stent, non-coated/non-covered, without delivery system","Stent, non-coat/cov w/o del",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1387,C1878,10,3,"Material for vocal cord medialization, synthetic (implantable)",Matrl for vocal cord,53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1388,C1880,10,3,Vena cava filter,Vena cava filter,53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1389,C1881,10,3,Dialysis access system (implantable),Dialysis access system,53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1390,C1882,10,3,"Cardioverter-defibrillator, other than single or dual chamber (implantable)","Aicd, other than sing/dual",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,20040101.0,,N
1391,C1883,10,3,"Adapter/extension, pacing lead or neurostimulator lead (implantable)","Adapt/ext, pacing/neuro lead",53.0,,,,A,,,,,,,1833(T),,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20010401,,,N
1392,C1884,10,3,Embolization protective system,Embolization protect syst,53.0,,,,A,,,,,,,1833T,,,,,,,,,,,,,,D,,,,,,,D1A,9,S,,,,0.0,20030101,20030101.0,,N
